Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,StyleGroup
Belgian Specialty Ale,25,20.82,1.091,1.022,9.02,32.31,12.13,26.88,75,1.07,70.0,1.5,0,0,0.35,21.11,,,Belgian
American IPA,7,20.82,1.05,1.009,5.4,66.11,7.35,28.39,60,1.037,75.0,,0,3,,17.78,,,IPA
Baltic Porter,19,56.78,1.087,1.013,9.66,32.08,32.47,68.14,90,1.072,75.0,1.25,0,0,1.25,20.0,,,Porter & Stout
American Pale Ale,10,20.82,1.045,1.009,4.61,37.47,5.38,28.39,75,1.033,70.0,1.33,0,0,1.0,18.89,,,Pale Ale
Baltic Porter,19,25.0,1.082,1.02,8.03,0.0,31.92,28.4,60,1.072,75.0,3.1,0,0,,,,,Porter & Stout
American Pale Ale,10,20.82,1.052,1.009,5.65,39.18,5.81,26.5,90,1.041,63.0,1.2,0,0,0.75,22.22,,,Pale Ale
Holiday/Winter Special Spiced Beer,85,19.87,1.068,1.012,7.25,27.44,14.91,23.66,60,1.057,75.0,,0,3,0.35,20.0,,,Spiced/Seasonal
Foreign Extra Stout,72,36.0,1.075,1.021,7.04,43.84,35.29,50.0,60,1.054,66.0,2.0,0,0,,18.0,,,Porter & Stout
Specialty Fruit Beer,146,20.82,1.065,1.016,6.48,21.82,17.73,26.5,60,1.051,70.0,1.5,0,0,0.75,20.0,,,Fruit/Spiced
Blonde Ale,30,20.82,1.039,1.008,3.97,20.94,6.35,32.18,90,1.025,70.0,1.5,0,0,,21.11,,,Pale Ale
Kentucky Common,97,18.93,1.053,1.015,4.97,15.0,21.14,20.82,60,1.047,70.0,,0,0,,18.33,,,Hybrid Ale
Saison,134,18.93,1.061,1.015,6.0,0.0,7.04,18.93,60,,75.0,,0,0,,,,,Belgian
Witbier,175,1250.0,1.049,1.01,5.2,24.87,3.29,1300.0,60,1.047,73.0,2.7,0,0,,23.0,,,Belgian
American Wheat or Rye Beer,15,20.82,1.049,1.011,4.98,28.88,4.03,28.39,60,1.036,75.0,1.5,0,0,0.35,16.67,,,Wheat Beer
Standard/Ordinary Bitter,157,20.82,1.053,1.01,5.56,24.49,6.95,28.39,60,1.039,80.0,1.5,0,0,,18.33,,,Bitter
Extra Special/Strong Bitter (ESB),68,22.71,1.064,1.015,6.36,0.0,17.7,30.6,60,,70.0,,0,0,,,,,Bitter
Specialty Beer,145,37.85,1.055,1.017,4.95,146.94,11.21,50.38,60,1.041,75.0,1.9,0,0,0.5,21.11,,,Specialty
American IPA,7,20.82,1.062,1.015,6.2,58.96,3.98,15.14,60,1.085,35.0,,0,1,,18.33,,,IPA
American Pale Ale,10,15.0,1.054,1.015,5.09,44.82,10.85,10.0,60,1.081,80.0,,0,0,,22.0,,,Pale Ale
American IPA,7,15.0,1.077,1.019,7.7,82.12,11.02,20.0,60,1.058,70.0,,0,3,,20.0,sukker,6g/l,IPA
Fruit Beer,75,6.0,1.043,1.006,4.92,19.53,3.98,9.0,60,1.029,70.0,,0,3,,21.0,,,Fruit/Spiced
Foreign Extra Stout,72,25.0,1.067,1.019,6.37,30.88,34.68,40.0,120,,59.0,,0,0,0.75,20.0,dex,6.5gr/l,Porter & Stout
Specialty IPA: Rye IPA,151,24.0,1.069,1.013,7.37,90.08,9.47,29.0,60,1.057,35.0,,0,1,,19.0,,,IPA
American IPA,7,41.6,1.058,1.01,6.24,76.31,5.42,52.8,60,1.045,84.0,3.2,0,0,0.75,19.0,Forced Carbonation,Keg with 12 PSI,IPA
Cream Ale,45,19.87,1.052,1.011,5.45,18.77,4.2,23.66,60,1.044,70.0,,0,0,,22.22,,,Ale
Roggenbier (German Rye Beer),131,1500.0,1.061,1.015,5.99,39.82,12.03,1500.0,60,1.061,75.0,,0,0,,,,,Wheat Beer
English IPA,65,19.87,1.056,1.017,5.12,54.58,14.52,26.5,60,1.042,70.0,1.25,0,0,0.35,19.44,force carbonated,8 psi,IPA
Holiday/Winter Special Spiced Beer,85,56.78,1.08,1.023,7.45,34.96,17.05,68.14,60,1.067,65.0,1.375,0,0,1.0,20.0,,,Spiced/Seasonal
American Pale Ale,10,10.0,1.06,1.017,5.7,36.41,12.6,14.0,60,,70.0,,0,0,0.75,18.0,,,Pale Ale
Oatmeal Stout,114,20.18,1.049,1.013,4.73,17.74,32.54,28.39,60,1.035,70.0,1.54,0,0,,,,,Porter & Stout
Sweet Stout,162,9.84,1.059,1.021,4.94,31.59,37.88,12.11,60,1.045,83.0,,0,3,0.75,20.0,Dextrose,,Porter & Stout
Maibock/Helles Bock,103,18.93,1.064,1.015,6.49,18.83,6.55,28.39,90,1.043,73.0,2.25,0,0,1.75,11.11,,,Bock
Imperial IPA,86,11.36,1.091,1.023,8.92,0.0,13.99,18.93,60,,75.0,,0,0,,,,,IPA
Weizen/Weissbier,170,18.93,1.051,1.016,4.7,0.0,3.38,18.93,60,,75.0,,0,1,,,,,Wheat Beer
Bière de Garde,29,21.0,1.072,1.021,6.76,27.96,11.81,28.5,90,1.053,70.0,3.0,0,0,1.25,17.0,,,Belgian
Extra Special/Strong Bitter (ESB),68,25.5,1.057,1.016,5.39,31.25,11.69,28.0,60,1.052,71.0,,0,3,0.75,20.0,,,Bitter
American Pale Ale,10,14.0,11.852,2.93128,4.76,37.76,6.8,8.0,60,20.1,35.0,,1,1,,,,,Pale Ale
American IPA,7,20.33,1.054,1.011,5.63,31.27,4.34,11.36,60,1.049,85.0,,0,2,,20.0,,,IPA
Scottish Heavy 70/-,139,20.82,1.037,1.012,3.31,17.65,14.93,28.39,90,1.027,70.0,1.5,0,0,,16.67,Corn Sugar,.75 oz,Scotch Ale
Mixed-Style Beer,107,18.93,1.062,1.016,6.13,58.1,38.45,20.82,60,1.057,66.0,1.5,0,0,0.35,22.22,,,Specialty
Imperial IPA,86,18.93,1.079,1.014,8.51,76.18,41.99,26.88,60,1.056,59.0,,0,0,,20.0,,,IPA
Bohemian Pilsener,31,35.96,1.054,1.014,5.26,51.31,3.46,45.42,60,1.043,75.0,1.33,0,0,1.75,,,,Lager
Foreign Extra Stout,72,22.71,18.0502,3.88719,7.76,30.72,37.31,26.5,60,15.6,63.0,1.5,1,0,1.0,20.0,,,Porter & Stout
Spice  Herb  or Vegetable Beer,155,20.82,1.058,1.012,6.01,26.91,12.36,24.61,60,1.049,72.0,1.45,0,0,0.75,22.22,,,Fruit/Spiced
American IPA,7,20.82,1.065,1.017,6.21,77.62,6.08,28.39,60,1.047,70.0,1.5,0,0,1.0,,,,IPA
Dunkelweizen,59,20.82,1.048,1.012,4.71,25.22,16.94,9.46,60,1.105,60.0,,0,2,,,,,Wheat Beer
Dark American Lager,52,20.82,1.05,1.011,5.18,16.79,4.1,27.44,90,1.038,68.0,1.33,0,0,1.75,10.0,,,Lager
American Pale Ale,10,43.53,1.059,1.014,5.88,67.76,6.63,51.1,70,1.05,80.0,1.33,0,0,1.25,18.33,,,Pale Ale
Other Smoked Beer,120,20.82,1.087,1.019,8.96,42.05,27.4,23.66,60,1.077,73.0,1.33,0,0,0.5,18.33,corn sugar,5oz,Smoked
Dortmunder Export,55,23.66,1.055,1.013,5.49,33.24,5.52,28.39,90,1.046,70.0,1.5,0,0,,10.0,,,Lager
Dunkles Bock,60,20.82,1.074,1.022,6.85,21.89,11.34,28.39,75,1.054,72.0,1.2,0,0,,10.0,,,Bock
Specialty Beer,145,20.0,1.115,1.032,10.91,42.52,7.36,25.0,90,1.092,75.0,,0,0,,21.0,Dextrose ~ Bottling,,Specialty
Other Specialty Cider or Perry,121,3.79,1.056,1.016,5.26,0.0,6.21,3.79,30,1.056,35.0,,0,1,,,,,Cider/Perry
Helles Bock,84,21.77,1.069,1.015,7.1,35.76,6.32,26.5,90,1.057,68.0,1.25,0,0,1.0,15.56,,,Bock
Oatmeal Stout,114,230.0,20.3033,6.39854,7.75,45.41,28.95,250.0,60,18.8,70.0,,1,0,,,,,Porter & Stout
American IPA,7,41.64,1.068,1.017,6.78,178.08,29.02,49.59,60,1.057,75.0,1.5,0,0,0.75,18.33,Force,,IPA
Brown Porter,37,20.82,1.043,1.012,4.08,28.42,25.76,22.71,60,1.039,70.0,,0,2,0.35,20.0,,,Porter & Stout
Oatmeal Stout,114,23.1,1.061,1.017,5.83,0.0,50.0,30.7,60,1.046,77.0,2.5,0,0,0.75,17.0,,,Porter & Stout
American IPA,7,10.0,1.058,1.014,5.69,52.15,12.04,14.5,60,1.04,60.0,2.5,0,0,,19.0,,,IPA
Clone Beer,43,25.0,1.065,1.01,7.2,23.89,4.61,31.0,90,1.053,68.0,,0,0,1.25,20.0,,,Specialty
American Brown Ale,6,7.19,1.055,1.013,5.55,24.83,24.85,11.73,60,1.034,73.0,,0,3,0.75,19.44,,,Brown Ale
Holiday/Winter Special Spiced Beer,85,20.82,1.082,1.015,8.81,30.65,27.32,28.39,90,1.06,75.0,1.25,0,0,1.25,16.67,dextrose,,Spiced/Seasonal
Spice  Herb  or Vegetable Beer,155,20.82,1.05,1.013,4.89,20.99,4.04,24.61,60,1.043,25.0,,0,1,,,,,Fruit/Spiced
Belgian Golden Strong Ale,23,34.07,1.09,1.019,10.09,30.39,4.38,41.64,90,1.074,70.0,1.32,0,0,0.75,21.11,,,Belgian
American Stout,12,18.93,1.052,1.013,5.07,0.0,36.46,22.71,60,,75.0,,0,2,,,,,Porter & Stout
Clone Beer,43,18.93,1.071,1.016,7.56,89.2,21.67,24.61,90,1.054,76.0,1.5,0,0,,20.0,,,Specialty
Witbier,175,40.0,1.049,1.014,4.54,13.1,3.88,52.0,75,1.038,55.0,3.0,0,0,,19.0,,,Belgian
American Porter,11,37.85,1.081,1.02,7.93,19.37,40.59,37.85,60,1.081,65.0,1.5,0,0,,,,,Porter & Stout
Belgian Golden Strong Ale,23,19.87,1.08,1.018,8.15,33.63,4.66,13.25,60,1.12,70.0,,0,2,,,,,Belgian
American IPA,7,18.93,1.067,1.019,6.29,57.76,6.34,11.36,60,1.111,75.0,,0,2,,,,,IPA
American Barleywine,5,22.71,1.098,1.027,9.31,107.4,12.67,30.28,100,1.074,80.0,1.33,0,0,1.25,20.0,,,Barleywine
American IPA,7,20.44,1.068,1.017,6.69,92.88,11.83,24.98,60,,65.0,,0,0,0.35,21.11,,,IPA
Scottish Export 80/-,137,20.82,1.057,1.015,5.46,22.36,15.89,24.61,60,1.048,75.0,1.5,0,0,0.5,17.78,CO2,,Scotch Ale
Dry Stout,58,18.93,1.052,1.013,5.13,0.0,30.55,18.93,60,,75.0,,0,0,,,,,Porter & Stout
Belgian Specialty Ale,25,18.93,1.054,1.008,6.01,20.18,6.44,26.5,90,1.038,70.0,1.25,0,0,0.75,22.22,,,Belgian
Oktoberfest/Märzen,115,18.93,1.057,1.016,5.41,26.25,10.2,26.5,60,1.041,72.0,1.5,0,0,1.5,12.22,,,Lager
Sweet Stout,162,18.93,1.061,1.019,5.47,33.1,40.0,22.71,60,1.051,73.0,,0,0,0.35,18.33,,,Porter & Stout
Imperial IPA,86,24.0,1.086,1.024,8.13,88.05,13.95,30.0,60,1.069,68.0,3.0,0,0,,19.0,,,IPA
Czech Amber Lager,47,23.66,1.058,1.016,5.47,31.6,13.16,28.39,90,1.048,70.0,1.5,0,0,,,,,Lager
Russian Imperial Stout,132,18.93,1.142,1.031,14.59,106.77,50.0,24.61,90,1.109,70.0,1.25,0,0,2.0,18.33,,,Porter & Stout
Imperial IPA,86,3.79,1.081,1.016,8.54,67.04,11.79,7.57,60,1.04,70.0,,0,3,,15.56,,,IPA
Fruit Lambic,77,20.82,1.063,1.016,6.21,23.36,8.4,7.57,60,1.173,75.0,,0,2,,20.0,,,Sour Ale
Scottish Light,140,500.0,1.084,1.024,7.84,26.05,25.72,600.0,75,1.07,80.0,2.5,0,0,,20.0,,,Scotch Ale
Witbier,175,20.82,1.05,1.014,4.7,19.39,3.98,28.39,60,1.036,70.0,1.5,0,0,,21.11,,,Belgian
Double IPA,56,22.71,1.071,1.017,7.03,76.31,4.41,28.39,60,1.057,80.0,1.25,0,0,0.75,21.11,,,IPA
American Pale Ale,10,41.64,1.054,1.014,5.32,72.38,4.52,49.21,90,1.046,65.0,,0,0,0.35,,,,Pale Ale
Best Bitter,28,25.0,1.04,1.012,3.75,49.05,11.47,31.3,60,1.032,80.0,,0,3,1.0,18.0,Force,,Bitter
American Pale Ale,10,27.0,1.045,1.011,4.42,17.2,3.22,9.0,60,1.135,35.0,,0,1,,16.0,,,Pale Ale
California Common Beer,39,11.36,1.063,1.018,5.99,65.16,4.01,7.57,60,1.095,75.0,,0,2,,,,,Hybrid Lager
Kölsch,94,20.82,1.051,1.013,5.05,20.86,3.9,28.39,60,1.038,70.0,,0,3,0.35,20.0,,,Hybrid Ale
Brown Porter,37,18.93,1.051,1.014,4.92,42.73,26.83,18.93,45,1.051,25.0,,0,1,0.35,18.33,Corn sugar,3.2 oz,Porter & Stout
American Pale Ale,10,20.82,1.056,1.01,6.08,46.64,5.86,24.61,60,1.048,75.0,1.5,0,0,,23.33,,,Pale Ale
California Common Beer,39,20.82,1.046,1.012,4.56,17.4,4.92,11.36,60,,85.0,,0,2,,,,,Hybrid Lager
Extra Special/Strong Bitter (ESB),68,18.9,1.058,1.016,5.5,33.36,11.83,31.2,60,1.035,70.0,,0,3,,,,,Bitter
American Brown Ale,6,18.93,1.054,1.012,5.49,23.12,27.52,25.17,60,1.041,70.0,1.25,0,0,0.75,17.78,,,Brown Ale
Imperial IPA,86,20.82,1.049,1.011,4.98,58.76,3.17,26.5,60,1.039,80.0,,0,3,2.0,20.0,,,IPA
American Strong Ale,13,18.0,1.07,1.016,7.08,94.07,20.42,22.0,60,1.057,61.0,3.0,0,0,0.35,20.0,,,Strong Ale
Blonde Ale,30,75.0,1.048,1.008,5.28,28.61,3.98,75.0,60,1.048,80.0,3.4,0,0,0.75,18.0,,,Pale Ale
Saison,134,20.82,1.051,1.008,5.68,31.59,4.04,28.39,90,1.037,70.0,,0,0,1.25,,,,Belgian
American IPA,7,18.17,1.059,1.011,6.25,75.11,9.32,20.82,60,1.051,35.0,,0,1,,,,,IPA
Northern English Brown,113,21.0,1.045,1.012,4.34,28.01,15.21,10.0,45,1.032,40.0,,0,1,,20.0,,,Brown Ale
American Pale Ale,10,20.82,1.062,1.012,6.58,61.28,6.5,26.5,90,1.049,75.0,,0,1,,,,,Pale Ale
Oatmeal Stout,114,22.71,1.055,1.015,5.22,34.43,33.93,29.53,60,1.042,75.0,1.33,0,0,0.35,,,,Porter & Stout
Clone Beer,43,25.0,1.061,1.015,6.13,38.56,30.04,28.0,60,1.055,70.0,3.0,0,0,,18.0,,,Specialty
Altbier,1,15.0,10.9664,1.90273,4.81,44.6,14.68,24.0,90,6.9,75.0,3.0,1,0,1.0,16.0,Speise,2,Hybrid Ale
American IPA,7,22.0,1.06,1.015,5.95,0.0,13.37,28.5,60,1.047,75.0,3.1,0,0,,,,,IPA
American Wheat or Rye Beer,15,18.93,1.065,1.016,6.35,0.0,4.98,18.93,60,,75.0,,0,0,,,,,Wheat Beer
Specialty Fruit Beer,146,19.0,1.065,1.012,6.98,21.95,7.41,24.0,60,1.051,70.0,3.0,0,0,,20.0,,,Fruit/Spiced
Irish Red Ale,92,41.64,1.048,1.012,4.68,21.45,13.08,54.89,90,1.036,62.7,1.25,0,0,0.75,18.33,,,Amber Ale
Cream Ale,45,75.71,1.038,1.007,4.01,22.12,4.39,94.64,60,1.03,70.0,1.5,0,0,,18.33,,,Ale
American IPA,7,41.64,1.072,1.018,7.13,75.52,9.27,49.21,60,1.061,70.0,1.5,0,0,,,,,IPA
Specialty Smoked Beer,153,9.46,1.067,1.023,5.74,34.96,36.42,13.25,60,1.048,77.0,,0,3,1.0,12.78,,,Smoked
English Porter,66,18.93,1.047,1.01,4.8,34.63,28.39,26.5,60,1.033,60.0,1.5,0,0,0.35,19.44,,,Porter & Stout
German Pilsner (Pils),81,19.87,1.053,1.013,5.22,35.43,4.4,29.72,90,1.035,70.0,1.5,0,0,1.5,8.89,,,Lager
Weizen/Weissbier,170,18.0,1.047,1.011,4.73,9.62,3.93,28.7,65,1.029,65.0,2.5,0,0,0.5,27.0,Brown sugar,121 g,Wheat Beer
Belgian Blond Ale,20,1994.91,1.066,1.018,6.28,19.91,5.04,1994.91,60,1.066,90.0,1.5,0,0,,,,,Belgian
English Cider,64,22.0,1.051,1.001,6.6,0.0,4.94,2.0,15,1.5,70.0,,0,1,,18.0,,,Cider/Perry
American Pale Ale,10,50.0,1.048,1.008,5.22,34.75,3.47,55.0,60,1.043,70.0,3.0,0,0,,20.0,,,Pale Ale
American Pale Ale,10,19.68,1.044,1.011,4.33,0.0,4.96,23.47,60,,75.0,,0,1,,,,,Pale Ale
Irish Red Ale,92,18.93,1.082,1.021,8.11,45.83,29.1,30.28,60,1.051,71.3,1.5,0,0,1.25,15.56,,,Amber Ale
Northern English Brown,113,17.98,1.047,1.011,4.71,24.93,23.92,22.71,60,1.037,75.0,1.25,0,0,0.35,20.0,,,Brown Ale
English IPA,65,23.0,1.05,1.015,4.5,43.84,4.76,28.5,90,1.04,75.0,4.0,0,0,1.25,20.0,,,IPA
Imperial Stout,87,18.93,1.107,1.028,10.33,74.73,50.0,28.39,90,1.071,70.0,,0,3,,,,,Porter & Stout
Cream Ale,45,18.93,1.055,1.016,5.15,8.08,10.59,28.39,60,1.037,70.0,1.25,0,0,,20.0,,,Ale
Best Bitter,28,13.5,1.058,1.012,6.03,23.72,12.47,7.0,60,1.112,95.0,,0,2,,,,,Bitter
American Brown Ale,6,18.17,1.058,1.017,5.29,27.42,23.45,24.61,60,1.043,69.0,1.2,0,0,0.75,20.0,corn sugar,4.65 oz,Brown Ale
American Amber Ale,4,21.77,1.045,1.01,4.63,17.87,12.25,26.5,60,1.037,80.0,1.5,0,0,,20.0,,,Amber Ale
Specialty IPA: Black IPA,148,20.82,1.067,1.015,6.87,74.82,28.62,28.39,60,1.049,65.0,1.5,0,0,1.0,20.0,,,IPA
Dunkelweizen,59,18.93,1.054,1.012,5.51,18.47,5.51,26.5,60,1.039,70.0,1.5,0,0,1.0,,,,Wheat Beer
American IPA,7,27.0,1.063,1.014,6.49,68.58,13.79,33.5,60,1.051,70.0,2.5,0,0,0.35,19.0,,,IPA
American Amber Ale,4,26.5,1.063,1.014,6.44,39.67,17.59,32.18,60,1.052,80.0,1.3,0,0,0.35,20.56,,,Amber Ale
Specialty IPA: Black IPA,148,20.82,1.074,1.013,7.96,64.25,32.03,26.5,60,1.055,70.0,,0,3,0.35,20.56,Corn Sugar,3.3,IPA
American Pale Ale,10,18.93,1.059,1.015,5.73,0.0,7.9,24.28,60,,75.0,,0,0,,,,,Pale Ale
Saison,134,18.93,1.044,1.004,5.23,22.34,5.53,30.28,90,1.028,70.0,,0,3,0.35,21.11,,,Belgian
Vienna Lager,167,20.82,1.047,1.009,4.98,20.81,8.94,24.61,90,1.04,73.0,1.5,0,0,2.0,18.33,,,Lager
American Stout,12,18.93,1.091,1.023,8.97,75.83,44.98,20.82,60,1.083,70.0,1.5,0,0,1.0,19.44,,,Porter & Stout
Foreign Extra Stout,72,20.82,1.092,1.032,7.91,49.28,46.06,28.39,60,1.068,70.0,,0,3,,,,,Porter & Stout
American Pale Ale,10,18.93,1.07,1.012,7.64,47.01,6.41,28.39,60,1.047,70.0,1.5,0,0,1.0,21.11,,,Pale Ale
Special/Best/Premium Bitter,144,13.0,13.0494,3.37157,5.2,24.4,4.47,15.0,60,11.4,84.0,4.0,1,0,,,,,Bitter
American Pale Ale,10,45.42,1.05,1.011,5.12,32.66,11.85,54.89,60,1.041,80.0,1.5,0,0,1.0,13.89,,,Pale Ale
British Strong Ale,36,18.93,1.067,1.017,6.51,38.55,18.13,28.39,60,1.045,70.0,1.25,0,0,0.35,21.11,,,Strong Ale
British Brown Ale,34,20.82,1.059,1.015,5.72,98.06,26.2,28.39,75,1.043,75.0,1.25,0,0,0.5,,,,Brown Ale
American Barleywine,5,20.0,1.102,1.018,11.09,123.17,20.33,36.0,90,1.057,60.0,2.5,0,0,,21.0,,,Barleywine
Foreign Extra Stout,72,20.82,1.06,1.013,6.22,47.22,40.0,28.39,90,1.044,75.0,1.0,0,0,1.0,20.0,,,Porter & Stout
American IPA,7,64.35,1.053,1.009,5.79,49.97,5.83,77.22,60,1.044,74.0,1.33,0,0,0.35,20.0,,,IPA
Doppelbock,54,21.0,1.054,1.01,5.86,49.41,8.19,28.5,60,1.04,70.0,5.0,0,0,,,,,Bock
American Stout,12,15.14,1.063,1.016,6.24,54.1,50.0,15.14,60,1.063,35.0,,0,1,,22.78,,,Porter & Stout
California Common Beer,39,18.93,1.041,1.013,3.73,26.93,7.5,30.28,60,1.026,70.0,1.5,0,0,0.35,22.22,,,Hybrid Lager
Imperial IPA,86,45.42,1.078,1.018,7.78,123.71,6.55,53.0,90,1.067,75.0,,0,0,,,,,IPA
California Common Beer,39,5.68,1.038,1.01,3.74,5.09,2.72,6.06,1,1.036,75.0,,0,3,,17.78,,,Hybrid Lager
American Pale Ale,10,30.0,1.059,1.016,5.55,41.36,8.81,33.0,60,1.053,80.0,3.0,0,0,0.5,20.0,,,Pale Ale
Dry Stout,58,20.82,1.053,1.011,5.44,38.46,34.37,28.39,60,1.034,65.0,1.25,0,0,0.5,23.89,,,Porter & Stout
American Brown Ale,6,50.0,1.065,1.018,6.11,52.06,19.74,59.0,60,1.055,75.0,3.0,0,0,0.75,19.0,,,Brown Ale
American IPA,7,11.36,1.073,1.015,7.69,76.55,6.69,16.28,60,1.051,72.0,,0,3,0.75,19.44,Boil sugar in microwave in santized cup,1.2 oz per ga,IPA
American Stout,12,41.64,1.073,1.016,7.46,51.46,38.13,45.42,60,1.067,74.0,1.25,0,0,,,,,Porter & Stout
Double IPA,56,11.36,1.085,1.028,7.52,0.0,7.07,16.09,60,1.054,65.0,1.15,0,0,,,,,IPA
Weizen/Weissbier,170,20.82,1.041,1.01,4.04,35.26,4.88,28.39,60,1.03,35.0,1.5,0,0,0.35,20.0,,,Wheat Beer
Saison,134,20.82,1.077,1.019,7.55,27.07,4.71,28.39,60,1.056,75.0,1.5,0,0,,,,,Belgian
English IPA,65,17.03,1.074,1.022,6.78,80.7,10.9,28.39,60,1.044,75.0,1.75,0,0,0.5,,,,IPA
American Pale Ale,10,10.0,1.055,1.015,5.19,64.34,6.2,15.0,60,1.037,65.0,,0,0,,27.0,Sugar,,Pale Ale
American IPA,7,20.82,1.074,1.02,7.02,67.01,9.66,28.39,60,1.054,70.0,1.5,0,0,,,,,IPA
American Wheat or Rye Beer,15,14.2,1.052,1.013,5.14,0.0,3.97,21.96,60,,75.0,,0,0,,,,,Wheat Beer
American Brown Ale,6,18.93,1.052,1.013,5.11,0.0,25.61,22.71,60,,75.0,,0,0,,,,,Brown Ale
Imperial IPA,86,12.3,1.052,1.015,4.93,108.25,41.91,17.03,60,1.038,51.0,,0,3,,20.0,Bottle,5 oz,IPA
American Wheat Beer,14,18.93,1.05,1.011,5.19,24.74,4.41,22.71,60,1.042,75.0,1.5,0,0,,,,,Wheat Beer
American IPA,7,20.0,1.065,1.018,6.15,69.36,9.72,24.0,60,1.054,50.0,,0,1,,19.0,,,IPA
American IPA,7,20.82,1.07,1.019,6.67,60.5,7.83,28.39,60,1.051,75.0,1.5,0,0,,,,,IPA
American Wheat Beer,14,24.0,1.024,1.005,2.41,18.24,5.33,28.5,60,1.02,35.0,3.0,0,0,,,,,Wheat Beer
Classic American Pilsner,40,21.5,1.049,1.015,4.51,31.95,3.25,28.0,60,1.038,65.0,,0,0,,15.0,,,Lager
American Pale Ale,10,45.0,1.049,1.013,4.75,41.31,8.57,48.0,70,1.046,60.0,3.75,0,0,1.0,17.0,,,Pale Ale
American Amber Ale,4,24.61,1.064,1.015,6.41,49.32,5.94,45.42,90,1.035,84.0,,0,3,,21.11,,,Amber Ale
Saison,134,17.03,1.061,1.013,6.21,23.69,2.9,9.46,60,1.109,35.0,,0,1,,29.44,sucrose,5.3oz,Belgian
Scottish Light 60/-,141,18.93,1.046,1.011,4.51,20.4,12.67,11.36,60,1.076,25.0,,0,1,0.35,20.0,Bottle Corn Sugar,5 oz,Scotch Ale
Oktoberfest/Märzen,115,38.0,1.064,1.018,6.07,25.94,10.13,52.0,90,1.047,75.0,3.0,0,0,1.75,15.0,Zucchero,,Lager
American Pale Ale,10,1000.0,1.06,1.015,5.92,43.63,5.42,1005.7,90,1.06,70.0,3.1,0,0,,18.0,,,Pale Ale
Imperial IPA,86,21.0,18.2657,3.19746,8.24,74.78,6.84,19.0,60,20.1,75.0,,1,2,0.35,23.0,,,IPA
Winter Seasonal Beer,174,18.93,1.003,1.001,0.32,15.93,12.78,11.36,60,1.006,70.0,,0,2,,21.11,,,Spiced/Seasonal
Classic American Pilsner,40,500.0,13.9413,2.60773,6.09,23.67,3.98,550.0,60,12.7,75.0,3.0,1,0,,,,,Lager
American Barleywine,5,20.82,1.1,1.026,9.66,145.08,11.83,24.61,75,1.084,70.0,2.0,0,0,0.35,20.0,,,Barleywine
Robust Porter,129,18.0,1.059,1.017,5.5,48.7,37.22,20.0,60,1.053,65.0,,0,3,0.75,18.0,,,Porter & Stout
Vienna Lager,167,85.0,13.0124,5.16211,4.24,29.81,5.45,70.0,90,15.7,90.0,3.0,1,0,,12.0,,,Lager
American IPA,7,20.0,15.5372,2.69717,6.94,68.48,7.23,23.5,60,13.3,75.0,3.5,1,0,,20.0,,,IPA
Semi-Sweet Mead,142,20.82,1.083,1.008,9.78,0.0,4.56,28.39,60,1.061,75.0,,0,0,1.0,20.0,,,Mead
American IPA,7,18.93,1.061,1.017,5.8,94.62,8.27,15.14,60,1.076,60.0,,0,2,,,,,IPA
American Stout,12,45.42,1.072,1.019,6.92,75.95,40.85,53.0,60,1.061,84.3,1.5,0,0,,20.0,,,Porter & Stout
American Pale Ale,10,22.71,1.061,1.019,5.54,78.25,8.55,30.28,60,1.046,70.0,1.5,0,0,,,,,Pale Ale
Belgian Dark Strong Ale,21,22.71,1.089,1.016,10.46,28.71,14.12,28.39,60,1.055,55.0,1.1,0,0,1.0,20.0,,,Belgian
American Pale Ale,10,20.82,1.055,1.013,5.54,31.22,8.79,22.71,60,1.023,21.0,,0,1,1.0,20.0,,,Pale Ale
American IPA,7,19.87,1.078,1.019,7.65,61.56,37.84,15.14,60,1.102,35.0,,0,1,,,Priming Sugar,5 oz.,IPA
Wood-Aged Beer,176,20.82,1.066,1.014,6.77,70.34,9.71,23.66,60,1.058,75.0,1.3,0,0,0.35,20.0,co2,,Specialty
Imperial IPA,86,18.93,1.087,1.02,8.74,142.85,17.15,18.93,60,1.087,65.0,,0,2,0.35,21.11,,,IPA
Mild,105,1760.22,1.032,1.008,3.11,16.61,28.05,1877.56,60,1.03,80.0,1.2,0,0,0.75,20.0,,,Mild Ale
Open Category Mead,117,13.25,1.09,1.017,9.57,43.82,4.05,7.57,30,1.158,70.0,,0,2,0.35,20.0,,,Mead
American IPA,7,12.11,1.062,1.014,6.27,55.51,5.02,17.03,60,1.044,58.0,,0,3,,,,,IPA
International Dark Lager,89,25.0,1.049,1.011,4.93,29.65,20.97,33.5,60,1.036,75.0,,0,3,,,,,Lager
Standard American Lager,156,22.71,10.1142,2.57299,4.0,17.31,2.9,32.18,65,7.2,72.0,1.5,1,0,,,,,Lager
Extra Special/Strong Bitter (ESB),68,23.0,1.056,1.014,5.47,42.1,13.09,28.5,60,1.045,73.0,,0,0,,19.5,,,Bitter
Scottish Heavy 70/-,139,25.0,1.026,1.007,2.52,18.35,10.93,30.0,60,1.022,35.0,3.0,0,0,0.75,15.0,,,Scotch Ale
